submission_id,RT,age,comments,education,endTime,gender,languages,picture,question0,question1,question2,question3,question4,startDate,startTime,timeSpent,trial_name,trial_number,yesno-choice0,yesno-choice1,yesno-choice2,yesno-choice3,yesno-choice4
294,23619,45,Thank you,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard100UPHazard0.gif,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:23:06 GMT-0500 (Central Daylight Time),1.66185E+12,5.031966667,slider_rating,4,yes,yes,no,yes,no
294,25458,45,Thank you,Graduated High School,1.66186E+12,Female,English,images/UPHazard0UPHazard0.gif,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:23:06 GMT-0500 (Central Daylight Time),1.66185E+12,5.031966667,slider_rating,5,no,yes,no,yes,no
294,28967,45,Thank you,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard100.gif,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:23:06 GMT-0500 (Central Daylight Time),1.66185E+12,5.031966667,slider_rating,6,yes,no,yes,no,yes
294,25332,45,Thank you,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard0.gif,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:23:06 GMT-0500 (Central Daylight Time),1.66185E+12,5.031966667,slider_rating,7,yes,yes,no,no,no
295,31910,,,Higher Degree,1.66186E+12,male,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,1,no,no,yes,yes,yes
295,25146,,,Higher Degree,1.66186E+12,male,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,2,no,no,yes,yes,yes
295,23445,,,Higher Degree,1.66186E+12,male,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The presence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,3,no,no,no,yes,yes
295,32100,,,Higher Degree,1.66186E+12,male,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,4,yes,yes,no,no,no
295,22149,,,Higher Degree,1.66186E+12,male,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,5,yes,no,yes,no,no
295,19757,,,Higher Degree,1.66186E+12,male,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,6,yes,no,no,no,no
295,18965,,,Higher Degree,1.66186E+12,male,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,Tue Aug 30 2022 05:24:09 GMT-0500 (Central Daylight Time),1.66186E+12,4.124666667,slider_rating,7,yes,yes,yes,no,no
296,43926,33,,Graduated College,1.66186E+12,woman,english,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,1,yes,no,no,yes,yes
296,44187,33,,Graduated College,1.66186E+12,woman,english,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,2,no,yes,yes,no,no
296,44656,33,,Graduated College,1.66186E+12,woman,english,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,3,no,no,no,no,no
296,61287,33,,Graduated College,1.66186E+12,woman,english,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,4,no,no,no,no,yes
296,113319,33,,Graduated College,1.66186E+12,woman,english,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,5,no,yes,no,no,yes
296,48251,33,,Graduated College,1.66186E+12,woman,english,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,6,yes,no,no,yes,no
296,47624,33,,Graduated College,1.66186E+12,woman,english,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 05:27:20 GMT-0500 (Central Daylight Time),1.66186E+12,8.37655,slider_rating,7,no,no,no,yes,yes
297,65740,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,1,no,yes,yes,no,no
297,39398,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,2,yes,no,no,no,yes
297,29961,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,3,yes,yes,no,no,yes
297,31461,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,4,no,no,no,no,yes
297,31585,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,5,no,no,yes,no,no
297,26934,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,6,no,yes,no,no,yes
297,24800,42,"No, thank you.",Higher Degree,1.66186E+12,Male,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:31:40 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.5955,slider_rating,7,no,yes,yes,no,no
298,40102,22,,Graduated High School,1.66186E+12,Female,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,1,no,yes,no,yes,no
298,24446,22,,Graduated High School,1.66186E+12,Female,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,2,yes,no,yes,no,yes
298,30507,22,,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,3,yes,yes,no,no,no
298,20834,22,,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,4,no,yes,no,yes,no
298,29922,22,,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,5,no,no,no,yes,no
298,24831,22,,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,6,yes,no,no,no,no
298,26170,22,,Graduated High School,1.66186E+12,Female,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 03:38:54 GMT-0700 (Pacific Daylight Time),1.66186E+12,4.628083333,slider_rating,7,yes,yes,yes,no,yes
299,34371,44,,Graduated College,1.66186E+12,F,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:41:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,6.91525,slider_rating,1,no,no,no,yes,yes
299,21504,44,,Graduated College,1.66186E+12,F,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:41:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,6.91525,slider_rating,2,no,no,no,yes,no
299,20141,44,,Graduated College,1.66186E+12,F,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:41:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,6.91525,slider_rating,3,no,no,no,no,no
299,19165,44,,Graduated College,1.66186E+12,F,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:41:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,6.91525,slider_rating,4,yes,yes,yes,no,no
299,28373,44,,Graduated College,1.66186E+12,F,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:41:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,6.91525,slider_rating,5,no,no,no,no,no
